*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1991 323   111   115     3    11.3   27.0   16583   18.4    8.6   0.4   0.4   0.3   0.6   0.7   0.7   1.9   3.2   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.71  0.57  0.37  0.00  0.00   64.37  121.12    0.62    0.00    1.88
 1991 324   112   115     3    11.3   25.4   16583   17.0    8.4   0.4   0.4   0.3   0.5   0.6   0.6   1.7   3.2   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.68  0.55  0.37  0.00  0.00   64.99  121.64    0.62    0.00    1.88
 1991 325   113   115     3    11.3   26.0   16582   17.5    8.5   0.5   0.5   0.4   0.5   0.6   0.6   1.7   3.2   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.69  0.54  0.37  0.00  0.00   65.62  122.16    0.63    0.00    1.88
 1991 326   114   115     3    11.3   26.6   16582   18.1    8.5   0.7   0.6   0.4   0.5   0.6   0.6   1.7   3.2   0.0   0.0   0.1   0.5   0.7   0.5   0.5  0.70  0.54  0.37  0.00  0.00   66.24  122.72    0.63    0.00    1.89
 1991 327   115   115     3    11.3   27.2   16581   18.7    8.5   0.8   0.8   0.5   0.6   0.6   0.6   1.7   3.2   0.0   0.0   0.1   0.5   0.7   0.5   0.5  0.71  0.53  0.36  0.00  0.00   66.88  123.36    0.63    0.00    1.89
 1991 328   116   115     3    11.3   27.9   16581   19.4    8.5   0.6   1.0   0.7   0.6   0.7   0.6   1.7   3.2   0.0   0.0   0.1   0.4   0.7   0.5   0.5  0.72  0.53  0.35  0.00  0.00   67.52  124.03    0.63    0.00    1.89
 1991 329   117   115     3    11.3   28.6   16580   19.8    8.8   0.2   0.5   0.8   0.6   0.8   0.8   1.8   3.2   0.0   0.0   0.2   0.6   0.8   0.5   0.5  0.72  0.52  0.35  0.00  0.00   68.26  124.46    0.63    0.00    1.89
 1991 330   118   115     3    11.9   28.7   16579   19.3    9.4   0.1   0.4   0.7   0.6   0.7   0.8   1.7   3.3   0.0   0.0   0.4   0.7   0.9   0.5   0.5  0.75  0.51  0.34  0.00  0.00   69.03  124.62    0.63    0.00    1.89
 1991 331   119   115     3    12.3   29.1   16579   19.0   10.0   0.2   0.4   0.7   0.6   0.7   0.8   1.7   3.2   0.0   0.0   0.4   0.8   1.0   0.5   0.5  0.77  0.52  0.34  0.00  0.00   69.78  124.75    0.63    0.00    1.89
 1991 332   120   115     3    13.4   28.7   16578   18.1   10.6   0.2   0.4   0.7   0.6   0.7   0.8   1.6   2.9   0.0   0.0   0.5   0.9   1.1   0.6   0.6  0.78  0.53  0.34  0.00  0.00   70.48  124.89    0.63    0.00    1.90
 1991 333   121   115     3    13.6   29.2   16577   18.1   11.1   0.3   0.5   0.7   0.6   0.7   0.8   1.6   2.9   0.0   0.0   0.5   1.0   1.2   0.6   0.6  0.80  0.54  0.34  0.00  0.00   71.16  125.09    0.63    0.00    1.90
 1991 334   122   115     3    14.1   29.4   16577   17.7   11.6   0.4   0.5   0.7   0.6   0.7   0.8   1.5   2.8   0.0   0.0   0.6   1.1   1.3   0.7   0.6  0.82  0.54  0.35  0.00  0.00   71.87  125.27    0.65    0.00    1.90
 1991 335   123   115     3    14.2   30.1   16576   18.4   11.7   1.1   0.5   0.7   0.6   0.8   0.8   1.5   2.7   0.0   0.0   0.0   1.2   1.4   0.7   0.6  0.83  0.54  0.35  0.00  0.00   72.64  125.96    0.66    0.00    1.90
 1991 336   124   115     3    14.2   30.8   16575   18.8   12.1   1.1   0.6   0.8   0.7   0.8   0.8   1.5   2.7   0.0   0.0   0.2   1.3   1.5   0.7   0.6  0.85  0.53  0.35  0.00  0.00   73.46  126.41    0.66    0.00    1.90
 1991 337   125   115     3    14.2   31.7   16575   20.0   11.7   1.3   1.0   1.0   0.7   0.8   0.8   1.6   2.7   0.0   0.0   0.1   1.0   1.5   0.7   0.6  0.86  0.53  0.35  0.00  0.00   74.32  127.62    0.66    0.00    1.91
 1991 338   126   115     3    14.2   32.5   16574   21.0   11.5   1.5   1.4   1.1   0.8   0.9   0.8   1.6   2.7   0.0   0.0   0.1   0.8   1.4   0.7   0.6  0.87  0.52  0.35  0.00  0.00   75.17  128.67    0.67    0.00    1.91
 1991 339   127   115     3    14.2   33.4   16573   22.1   11.3   1.2   1.7   1.5   0.9   0.9   0.8   1.6   2.7   0.0   0.0   0.1   0.7   1.4   0.7   0.6  0.89  0.52  0.35  0.00  0.00   76.05  129.73    0.67    0.00    1.91
 1991 340   128   115     3    14.2   34.3   16572   22.5   11.8   1.2   1.7   1.5   1.0   1.0   0.8   1.6   2.8   0.0   0.0   0.2   0.8   1.5   0.7   0.6  0.90  0.51  0.35  0.00  0.00   76.91  130.12    0.67    0.00    1.91
 1991 341   129   115     3    14.2   35.2   16572   23.2   12.0   1.6   1.7   1.5   1.0   1.0   0.9   1.6   2.8   0.0   0.0   0.0   1.0   1.6   0.7   0.6  0.91  0.51  0.34  0.00  0.00   77.81  130.81    0.67    0.00    1.91
 1991 342   130   115     3    14.2   36.0   16571   24.2   11.8   1.6   2.1   1.7   1.1   1.1   0.9   1.6   2.8   0.0   0.0   0.2   0.8   1.6   0.7   0.6  0.92  0.50  0.33  0.00  0.00   78.69  131.89    0.67    0.00    1.92
 1991 343   131   115     3    14.2   36.9   16570   25.4   11.5   1.4   2.3   2.1   1.2   1.2   0.9   1.6   2.8   0.0   0.0   0.1   0.7   1.5   0.7   0.6  0.93  0.50  0.33  0.00  0.00   79.58  133.05    0.67    0.00    1.92
 1991 344   132   115     3    14.2   37.8   16569   25.7   12.0   0.8   2.0   2.1   1.3   1.3   1.0   1.7   2.8   0.0   0.0   0.2   0.8   1.6   0.7   0.6  0.94  0.49  0.32  0.00  0.00   80.40  133.35    0.67    0.00    1.92
 1991 345   133   115     3    14.2   38.6   16569   26.0   12.6   0.9   2.0   2.1   1.3   1.3   1.0   1.7   2.8   0.0   0.0   0.3   0.9   1.7   0.8   0.7  0.96  0.49  0.31  0.00  0.00   81.23  133.63    0.67    0.00    1.92
 1991 346   134   115     3    14.2   39.4   16568   26.5   12.9   1.4   2.0   2.1   1.3   1.3   1.0   1.7   2.8   0.0   0.0   0.0   1.0   1.8   0.8   0.7  0.97  0.48  0.31  0.00  0.00   82.05  134.18    0.67    0.00    1.92
 1991 347   135   115     3    14.2   40.2   16567   26.9   13.3   1.1   2.0   2.2   1.4   1.3   1.1   1.7   2.8   0.0   0.0   0.1   1.1   1.9   0.8   0.7  0.98  0.48  0.30  0.00  0.00   82.85  134.53    0.67    0.00    1.92
 1991 348   136   115     3    14.2   39.9   16567   26.4   13.5   0.7   1.7   2.1   1.4   1.4   1.1   1.7   2.8   0.0   0.0   0.3   1.2   2.0   0.9   0.7  0.98  0.47  0.29  0.00  0.00   83.64  134.83    0.72    0.00    1.93
 1991 349   137   115     3    14.2   40.6   16566   26.5   14.1   0.7   1.7   2.1   1.4   1.4   1.1   1.7   2.8   0.0   0.0   0.4   1.3   2.1   0.9   0.8  1.00  0.47  0.29  0.00  0.00   84.38  135.06    0.80    0.00    1.93
 1991 350   138   115     3    14.2   41.3   16565   26.7   14.5   0.6   1.6   2.1   1.5   1.4   1.1   1.8   2.8   0.0   0.0   0.5   1.4   2.2   0.9   0.8  1.02  0.47  0.28  0.00  0.00   85.13  135.32    0.86    0.00    1.93
 1991 351   139   115     3    14.2   38.2   16565   24.2   14.0   0.5   1.3   1.7   1.3   1.3   1.0   1.7   2.7   0.0   0.0   0.5   1.3   1.9   0.9   0.8  0.98  0.46  0.28  0.00  0.00   85.86  135.58    0.94    0.00    1.93
 1991 352   140   115     3    14.4   33.3   16564   20.4   12.9   0.4   0.9   1.2   1.1   1.1   0.9   1.5   2.6   0.0   0.0   0.5   1.1   1.6   0.9   0.8  0.91  0.46  0.27  0.00  0.00   86.62  135.86    1.00    0.00    1.93
 1991 353   141   115     3    14.5   31.3   16563   19.2   12.2   0.8   0.6   0.9   0.9   1.0   0.9   1.4   2.5   0.0   0.0   0.0   1.1   1.5   0.9   0.8  0.89  0.46  0.27  0.00  0.00   87.42  136.54    1.02    0.00    1.94
 1991 354   142   115     3    14.6   30.2   16562   17.9   12.3   0.6   0.5   0.8   0.9   0.9   0.8   1.4   2.5   0.0   0.0   0.2   1.1   1.5   0.9   0.8  0.89  0.47  0.27  0.00  0.00   88.24  136.71    1.06    0.00    1.94
 1991 355   143   115     3    15.2   26.6   16562   14.8   11.8   0.4   0.4   0.5   0.7   0.8   0.7   1.1   2.2   0.0   0.0   0.3   1.0   1.3   0.9   0.8  0.84  0.47  0.27  0.00  0.00   89.12  136.92    1.09    0.00    1.94
 1991 356   144   115     3    15.3   25.0   16561   13.7   11.3   0.7   0.4   0.4   0.6   0.7   0.6   1.0   2.0   0.0   0.0   0.0   1.0   1.2   0.8   0.8  0.82  0.47  0.27  0.00  0.00   90.05  137.51    1.11    0.00    1.94
 1991 357   145   115     3    15.6   25.6   16560   13.8   11.9   0.3   0.4   0.4   0.5   0.7   0.7   1.1   2.1   0.0   0.0   0.2   1.1   1.3   0.9   0.8  0.83  0.47  0.27  0.00  0.00   90.98  137.83    1.11    0.00    1.94
 1991 358   146   115     3    16.3   23.1   16559   11.5   11.5   0.3   0.3   0.3   0.4   0.5   0.6   0.9   1.8   0.0   0.0   0.3   1.0   1.2   0.9   0.8  0.81  0.48  0.28  0.00  0.00   91.89  138.04    1.14    0.00    1.94
 1991 359   147   115     3    16.6   20.7   16558   10.1   10.6   0.8   0.3   0.3   0.3   0.4   0.5   0.8   1.6   0.0   0.0   0.0   0.8   1.0   0.8   0.8  0.78  0.48  0.28  0.00  0.00   92.81  138.57    1.15    0.00    1.94
 1991 360   148   115     3    16.6   18.9   16558    9.1    9.8   0.2   0.6   0.3   0.3   0.3   0.4   0.7   1.5   0.0   0.0   0.2   0.5   0.9   0.8   0.7  0.75  0.48  0.28  0.00  0.00   93.71  139.10    1.16    0.00    1.94
 1991 361   149   115     3    16.6   17.7   16557    8.2    9.5   0.2   0.3   0.3   0.3   0.3   0.3   0.6   1.4   0.0   0.0   0.3   0.6   0.8   0.7   0.7  0.72  0.48  0.28  0.00  0.00   94.56  139.50    1.16    0.00    1.94
 1991 362   150   115     3    16.6   16.8   16556    7.9    8.9   0.6   0.3   0.3   0.3   0.3   0.3   0.6   1.3   0.0   0.0   0.0   0.7   0.7   0.6   0.6  0.70  0.48  0.28  0.00  0.00   95.40  140.23    1.16    0.00    1.94
 1991 363   151   115     3    16.6   16.0   16555    7.5    8.5   0.3   0.5   0.3   0.3   0.3   0.3   0.5   1.2   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.68  0.47  0.28  0.00  0.00   96.23  140.90    1.16    0.00    1.95
 1991 364   152   115     3    16.6   15.5   16555    7.2    8.3   0.4   0.4   0.3   0.3   0.3   0.3   0.5   1.1   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.66  0.47  0.27  0.00  0.00   97.04  141.56    1.16    0.00    1.95
 1991 365   153   115     3    16.6   15.1   16554    6.9    8.2   0.4   0.4   0.3   0.3   0.3   0.3   0.4   1.1   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.65  0.47  0.27  0.00  0.00   97.88  142.21    1.16    0.00    1.95
 1992 001   154   115     3    16.6   14.8   16553    6.7    8.1   0.4   0.4   0.3   0.3   0.3   0.3   0.4   1.0   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.64  0.47  0.26  0.00  0.00   98.77  142.92    1.16    0.00    1.96
 1992 002   155   115     3    16.6   14.5   16553    6.5    8.0   0.2   0.4   0.4   0.3   0.3   0.3   0.3   1.0   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.63  0.46  0.26  0.00  0.00   99.66  143.62    1.16    0.00    1.96
 1992 003   156   115     3    16.6   14.4   16552    6.0    8.4   0.3   0.3   0.3   0.3   0.3   0.3   0.3   0.9   0.0   0.0   0.3   0.6   0.7   0.5   0.5  0.63  0.46  0.25  0.00  0.00  100.57  143.95    1.16    0.00    1.96
 1992 004   157   115     3    16.6   14.3   16551    6.0    8.3   0.7   0.3   0.3   0.3   0.3   0.3   0.3   0.9   0.0   0.0   0.0   0.7   0.7   0.5   0.5  0.62  0.46  0.25  0.00  0.00  101.45  144.51    1.16    0.00    1.96
 1992 005   158   115     3    16.6   14.0   16550    6.0    8.0   0.3   0.5   0.3   0.3   0.3   0.3   0.3   0.8   0.0   0.0   0.1   0.5   0.7   0.5   0.5  0.62  0.46  0.25  0.00  0.00  102.31  145.20    1.16    0.00    1.97
 1992 006   159   115     3    16.6   13.7   16550    5.9    7.8   0.5   0.4   0.3   0.3   0.3   0.3   0.3   0.8   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.61  0.46  0.24  0.00  0.00  103.16  145.88    1.16    0.00    1.97
 1992 007   160   115     3    16.6   13.5   16549    5.7    7.8   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.7   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.61  0.45  0.24  0.00  0.00  103.99  146.51    1.16    0.00    1.97
 1992 008   161   115     3    16.6   13.4   16548    5.6    7.7   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.7   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.60  0.45  0.24  0.00  0.00  104.82  147.16    1.16    0.00    1.98
 1992 009   162   115     3    16.6   13.3   16547    5.6    7.7   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.6   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.60  0.45  0.23  0.00  0.00  105.69  147.84    1.16    0.00    1.98
 1992 010   163   115     3    16.6   14.2   16547    6.3    7.9   0.6   0.6   0.4   0.3   0.3   0.3   0.3   0.7   0.0   0.0   0.1   0.5   0.7   0.5   0.5  0.61  0.45  0.23  0.00  0.00  106.56  148.54    1.16    0.00    1.98
 1992 011   164   115     3    16.6   15.0   16546    7.0    8.0   0.8   0.8   0.5   0.4   0.4   0.3   0.3   0.7   0.0   0.0   0.1   0.5   0.7   0.6   0.5  0.63  0.44  0.23  0.00  0.00  107.42  149.25    1.16    0.00    1.98

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   6        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1992 212     0     0     0     0.0   99.3   16646   76.4   22.9  15.9  15.2  15.1   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.7   1.3   1.5   1.4   1.4  1.50  1.47  1.45  0.00  0.00    0.50    1.57    0.00    0.00    0.00
 1992 213     1     0     0     0.0   99.7   16645   77.6   22.2  16.1  15.5  15.2   8.7   4.6   0.0   0.1   0.1   0.0   0.0   0.3   1.2   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    0.98    2.78    0.00    0.00    0.00
 1992 214     2     0     0     0.0  100.2   16645   78.6   21.6  16.2  15.7  15.4   8.7   4.7   0.1   0.1   0.2   0.0   0.0   0.2   1.1   1.4   1.3   1.4  1.51  1.40  1.37  0.00  0.00    1.43    3.78    0.00    0.00    0.00
 1992 215     3     0     0     0.0  100.6   16644   79.5   21.1   6.4  15.6  18.9   8.8   4.7   0.1   0.2   0.2   0.0   0.0   0.2   1.0   1.4   1.3   1.3  1.51  1.37  1.33  0.00  0.00    1.84    4.66    0.00    0.00    0.00
 1992 216     4     1     1     0.0  101.9   16644   80.7   21.2   7.4  15.1  19.3   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.9   1.1   1.4   1.3   1.3  1.51  1.34  1.29  0.00  0.00    2.22    5.35    0.00    0.00    0.09
 1992 217     5     1     1     0.0  102.2   16643   81.6   20.6   7.7  15.1  19.4   9.1   4.8   0.1   0.3   0.3   0.0   0.0   0.4   1.0   1.4   1.2   1.3  1.52  1.31  1.25  0.00  0.00    2.58    6.28    0.00    0.00    0.17
 1992 218     6     1     1     0.0  102.5   16643   82.4   20.1   7.9  15.1  19.4   9.2   4.9   0.1   0.3   0.3   0.0   0.0   0.2   0.9   1.3   1.2   1.2  1.52  1.28  1.22  0.00  0.00    2.93    7.06    0.00    0.00    0.23
 1992 219     7     1     1     0.0  102.8   16643   83.1   19.6   7.9  15.2  19.5   9.3   4.9   0.1   0.3   0.4   0.0   0.0   0.0   0.9   1.3   1.2   1.2  1.52  1.26  1.18  0.00  0.00    3.31    7.81    0.00    0.00    0.31
 1992 220     8     1     1     0.0  103.2   16642   83.9   19.3   8.0  15.3  19.5   9.5   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.8   1.3   1.1   1.2  1.52  1.23  1.15  0.00  0.00    3.75    8.57    0.00    0.00    0.31
 1992 221     9     1     1     0.0  103.7   16642   84.7   19.0   8.1  15.4  19.5   9.6   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.8   1.3   1.1   1.1  1.53  1.20  1.11  0.00  0.00    4.24    9.37    0.00    0.00    0.33
 1992 222    10     1     1     0.0  104.1   16641   85.5   18.7   8.2  15.5  19.6   9.7   5.1   0.2   0.4   0.5   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.53  1.18  1.08  0.00  0.00    4.72   10.14    0.00    0.00    0.34
 1992 223    11     1     1     0.0  104.6   16641   86.2   18.4   8.3  15.6  19.6   9.8   5.1   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.3   1.0   1.1  1.53  1.15  1.05  0.00  0.00    5.20   10.89    0.00    0.00    0.36
 1992 224    12     1     1     0.0  105.1   16640   86.9   18.1   8.4  15.7  19.7   9.9   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.3   1.0   1.0  1.53  1.13  1.02  0.00  0.00    5.68   11.63    0.00    0.00    0.38
 1992 225    13     1     1     0.0  105.5   16640   87.6   17.9   8.5  15.7  19.7  10.0   5.2   0.2   0.6   0.6   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.54  1.11  0.99  0.00  0.00    6.11   12.31    0.00    0.00    0.39
 1992 226    14     1     1     0.0  105.9   16640   88.3   17.6   8.6  15.8  19.7  10.1   5.2   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.54  1.09  0.96  0.00  0.00    6.53   12.95    0.00    0.00    0.39
 1992 227    15     1     1     0.0  106.3   16639   88.9   17.4   8.7  15.8  19.8  10.2   5.3   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.54  1.06  0.94  0.00  0.00    6.97   13.61    0.00    0.00    0.39
 1992 228    16     1     1     0.0  106.8   16639   89.6   17.2   8.9  15.8  19.8  10.3   5.3   0.3   0.6   0.7   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.54  1.04  0.91  0.00  0.00    7.45   14.30    0.00    0.00    0.40
 1992 229    17     1     1     0.0  107.3   16638   90.3   17.0   9.1  15.9  19.9  10.4   5.4   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.2   0.9   0.9  1.54  1.02  0.88  0.00  0.00    7.93   14.99    0.00    0.00    0.40
 1992 230    18     1     1     0.0  107.8   16638   91.0   16.8   9.2  15.9  20.0  10.5   5.4   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.2   0.9   0.9  1.55  1.00  0.86  0.00  0.00    8.45   15.70    0.00    0.00    0.40
 1992 231    19     1     1     0.0  108.4   16637   91.7   16.6   9.4  16.0  20.1  10.5   5.4   0.3   0.7   0.8   0.0   0.0   0.1   0.5   1.2   0.9   0.9  1.55  0.98  0.83  0.00  0.00    9.00   16.44    0.00    0.00    0.40
 1992 232    20     1     1     0.0  108.9   16636   92.5   16.4   9.6  16.0  20.1  10.6   5.5   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.8   0.9  1.55  0.96  0.81  0.00  0.00    9.57   17.18    0.00    0.00    0.41
 1992 233    21     1     1     0.0  109.3   16636   93.1   16.3   9.7  16.0  20.2  10.7   5.5   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.8   0.9  1.55  0.94  0.79  0.00  0.00   10.15   17.93    0.00    0.00    0.41
 1992 234    22     1     1     0.0  109.9   16635   93.8   16.1   9.9  16.0  20.3  10.8   5.6   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.93  0.76  0.00  0.00   10.73   18.68    0.00    0.00    0.41
 1992 235    23     1     1     0.0  110.4   16635   94.5   15.9  10.0  16.1  20.4  10.8   5.6   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.91  0.74  0.00  0.00   11.28   19.42    0.00    0.00    0.42
 1992 236    24     1     1     0.0  111.0   16634   95.2   15.7  10.2  16.2  20.5  10.9   5.6   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.89  0.72  0.00  0.00   11.83   20.13    0.00    0.00    0.42
 1992 237    25     1     1     0.0  111.5   16634   95.9   15.6  10.3  16.2  20.6  11.0   5.7   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.87  0.70  0.00  0.00   12.38   20.82    0.00    0.00    0.42
 1992 238    26     1     1     0.0  112.0   16633   96.6   15.4  10.5  16.3  20.7  11.0   5.7   0.5   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.57  0.86  0.68  0.00  0.00   12.93   21.52    0.00    0.00    0.42
 1992 239    27     1     1     0.0  112.6   16633   97.3   15.3  10.6  16.3  20.8  11.1   5.7   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.2   0.7   0.8  1.57  0.84  0.66  0.00  0.00   13.49   22.22    0.00    0.00    0.43
 1992 240    28     1     1     0.0  113.1   16632   97.9   15.2  10.7  16.4  20.9  11.2   5.8   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.2   0.7   0.8  1.57  0.83  0.65  0.00  0.00   14.02   22.89    0.00    0.00    0.43
 1992 241    29     1     1     0.0  113.6   16631   98.6   15.0  10.9  16.4  21.0  11.2   5.8   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.57  0.81  0.63  0.00  0.00   14.56   23.58    0.00    0.00    0.43
 1992 242    30     1     1     0.0  114.1   16631   99.3   14.9  11.0  16.5  21.1  11.3   5.8   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.80  0.61  0.00  0.00   15.10   24.25    0.00    0.00    0.43
 1992 243    31     1     1     0.0  114.6   16630   99.9   14.7  11.2  16.5  21.2  11.3   5.9   0.6   1.1   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.78  0.60  0.00  0.00   15.64   24.92    0.00    0.00    0.44
 1992 244    32     1     1     0.0  115.2   16630  100.5   14.6  11.3  16.5  21.3  11.4   5.9   0.6   1.1   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.77  0.58  0.00  0.00   16.18   25.59    0.00    0.00    0.44
 1992 245    33     1     1     0.0  115.6   16629  101.1   14.5  11.1  16.7  21.4  11.4   5.9   0.6   1.1   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.76  0.56  0.00  0.00   16.71   26.22    0.00    0.00    0.44
 1992 246    34     1     1     0.0  115.9   16629  101.5   14.4  11.0  16.8  21.5  11.5   6.0   0.6   1.1   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.75  0.55  0.00  0.00   17.20   26.81    0.00    0.00    0.44
 1992 247    35     1     1     0.0  116.4   16628  102.1   14.3  11.1  16.9  21.5  11.5   6.0   0.6   1.2   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.59  0.73  0.54  0.00  0.00   17.66   27.36    0.00    0.00    0.45
 1992 248    36     1     1     0.0  116.6   16628  102.4   14.2  11.1  16.8  21.6  11.5   6.0   0.6   1.2   1.1   0.0   0.0   0.1   0.4   1.0   0.7   0.7  1.59  0.72  0.52  0.00  0.00   18.09   27.89    0.00    0.00    0.45
 1992 249    37     1     1     0.0  116.7   16628  102.6   14.1  11.1  16.8  21.6  11.6   6.1   0.7   1.2   1.2   0.0   0.0   0.1   0.4   1.0   0.7   0.7  1.59  0.71  0.51  0.00  0.00   18.51   28.40    0.00    0.00    0.45
 1992 250    38     1     1     0.0  116.9   16627  102.9   14.0  11.2  16.7  21.6  11.6   6.1   0.7   1.2   1.2   0.0   0.0   0.1   0.4   1.0   0.7   0.7  1.59  0.70  0.50  0.00  0.00   18.96   28.93    0.00    0.00    0.45
 1992 251    39     1     1     0.0  117.0   16627  103.1   13.9  11.2  16.6  21.6  11.6   6.1   0.7   1.2   1.2   0.0   0.0   0.1   0.4   1.0   0.6   0.7  1.59  0.69  0.49  0.00  0.00   19.42   29.47    0.00    0.00    0.46
 1992 252    40     1     1     0.0  117.1   16626  103.3   13.8  11.2  16.6  21.5  11.7   6.1   0.7   1.3   1.2   0.0   0.0   0.1   0.4   1.0   0.6   0.7  1.59  0.68  0.47  0.00  0.00   19.91   30.03    0.00    0.00    0.46
 1992 253    41     1     1     0.0  117.4   16626  103.7   13.8  11.3  16.6  21.6  11.7   6.2   0.7   1.3   1.2   0.0   0.0   0.1   0.4   1.0   0.6   0.6  1.60  0.67  0.46  0.00  0.00   20.41   30.61    0.00    0.00    0.46
 1992 254    42     1     1     0.0  117.4   16625  103.8   13.7  11.4  16.5  21.5  11.8   6.2   0.7   1.3   1.2   0.0   0.0   0.1   0.4   1.0   0.6   0.6  1.60  0.66  0.45  0.00  0.00   20.90   31.18    0.00    0.00    0.46
 1992 255    43     1     1     0.0  117.4   16625  103.8   13.6   5.1  15.4  24.2  11.8   6.2   0.8   1.3   1.3   0.0   0.0   0.1   0.4   1.0   0.6   0.6  1.60  0.65  0.44  0.00  0.00   21.40   31.75    0.00    0.00    0.47
 1992 256    44     1     1     0.0  117.5   16624  103.9   13.7   5.0  15.0  24.2  12.0   6.2   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.60  0.64  0.43  0.00  0.00   21.98   32.25    0.00    0.00    0.47
 1992 257    45     1     1     0.0  117.2   16623  103.4   13.7   5.0  14.7  23.8  12.1   6.3   0.8   1.4   1.3   0.0   0.0   0.1   0.6   1.0   0.6   0.6  1.60  0.63  0.42  0.00  0.00   22.56   32.76    0.00    0.00    0.47
 1992 258    46     1     1     0.0  117.2   16623  103.5   13.7   5.2  14.6  23.6  12.3   6.3   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.63  0.41  0.00  0.00   23.12   33.36    0.00    0.00    0.47
 1992 259    47     1     1     0.0  117.0   16622  103.4   13.6   5.5  14.5  23.3  12.4   6.3   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.62  0.40  0.00  0.00   23.67   33.96    0.00    0.00    0.48
