*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2000 262    30    27     17    0.09    0.00    0.06    0.02    0.01    0.00    3.6    7.4   17.4   16.2    0.00    0.00    0.00
 2000 263    31    28     19    0.22    0.00    0.14    0.04    0.01    0.00    3.6    7.3   20.1   17.9    0.00    0.00    0.00
 2000 264    32    29     19    0.16    0.00    0.09    0.03    0.01    0.00    3.6    7.3   20.0   17.1    0.00    0.00    0.00
 2000 265    33    30     20    0.14    0.00    0.08    0.03    0.01    0.00    3.6    7.2   16.7   14.9    0.00    0.00    0.00
 2000 266    34    31     22    0.28    0.00    0.17    0.06    0.01    0.00    3.6    7.2   17.2   13.4    0.00    0.00    0.00
 2000 267    35    32     24    0.26    0.00    0.17    0.05    0.01    0.00    3.6    7.2   19.1   14.4    0.00    0.00    0.00
 2000 268    36    33     25    0.18    0.00    0.12    0.04    0.01    0.00    3.6    7.3   11.5    9.0    0.00    0.00    0.00
 2000 269    37    34     26    0.18    0.00    0.11    0.04    0.00    0.00    3.6    7.3   11.5    7.5    0.00    0.00    0.00
 2000 270    38    35     27    0.23    0.00    0.15    0.05    0.01    0.00    3.6    7.3   13.9    8.9    0.00    0.00    0.00
 2000 271    39    36     30    0.44    0.00    0.28    0.09    0.02    0.00    3.6    7.3   21.2   14.9    0.00    0.00    0.00
 2000 272    40    37     33    0.56    0.00    0.35    0.11    0.03    0.00    3.6    7.3   23.4   17.9    0.00    0.00    0.00
 2000 273    41    38     37    0.59    0.00    0.37    0.12    0.04    0.00    3.6    7.3   24.2   18.8    0.00    0.00    0.00
 2000 274    42    39     41    0.63    0.00    0.39    0.13    0.04    0.00    3.6    7.3   23.5   19.4    0.00    0.00    0.00
 2000 275    43    40     45    0.69    0.00    0.43    0.14    0.05    0.00    3.6    7.3   23.1   19.6    0.00    0.00    0.00
 2000 276    44    41     47    0.31    0.00    0.19    0.06    0.03    0.00    3.6    7.3   18.2   17.2    0.00    0.00    0.00
 2000 277    45    42     49    0.48    0.00    0.30    0.10    0.03    0.00    3.6    7.2   19.4   16.7    0.00    0.00    0.00
 2000 278    46    43     54    0.69    0.00    0.44    0.14    0.03    0.00    3.6    7.3   17.3   15.1    0.00    0.00    0.00
 2000 279    47    44     58    0.73    0.00    0.47    0.15    0.03    0.00    3.6    7.3   16.7   12.7    0.00    0.00    0.00
 2000 280    48    45     63    0.73    0.00    0.47    0.15    0.03    0.00    3.6    7.3   16.5   11.7    0.00    0.00    0.00
 2000 281    49    46     68    0.92    0.00    0.58    0.19    0.04    0.00    3.6    7.4   19.3   14.0    0.00    0.00    0.00
 2000 282    50    47     75    1.14    0.00    0.72    0.23    0.06    0.00    3.6    7.4   20.6   16.1    0.00    0.00    0.00
 2000 283    51    48     78    0.47    0.00    0.28    0.10    0.03    0.00    3.6    7.3   17.2   15.1    0.00    0.00    0.00
 2000 284    52    49     84    1.05    0.00    0.66    0.22    0.04    0.00    3.6    7.3   16.8   13.5    0.00    0.00    0.00
 2000 285    53    50     92    1.28    0.00    0.82    0.26    0.06    0.00    3.6    7.4   19.2   14.5    0.00    0.00    0.00
 2000 286    54    51    103    1.80    0.01    1.12    0.34    0.14    0.00    3.6    7.4   25.5   21.6    0.00    0.00    0.00
 2000 287    55    52    113    1.62    0.01    1.03    0.31    0.09    0.00    3.6    7.4   20.3   16.7    0.00    0.00    0.00
 2000 288    56    53    118    0.75    0.01    0.46    0.15    0.06    0.00    3.5    7.3   18.8   16.7    0.00    0.00    0.00
 2000 289    57    54    122    0.84    0.01    0.52    0.17    0.06    0.00    3.5    7.3   18.8   16.1    0.00    0.00    0.00
 2000 290    58    55    131    1.40    0.01    0.87    0.27    0.10    0.00    3.5    7.2   21.9   18.8    0.00    0.00    0.00
 2000 291    59    56    140    1.49    0.01    0.93    0.29    0.11    0.00    3.5    7.2   21.2   19.2    0.00    0.00    0.00
 2000 292    60    57    147    1.27    0.01    0.78    0.24    0.12    0.00    3.5    7.2   22.5   19.9    0.00    0.00    0.00
 2000 293    61    58    158    1.76    0.01    1.11    0.34    0.12    0.00    3.4    7.2   19.2   18.1    0.00    0.00    0.00
 2000 294    62    59    166    1.51    0.01    0.89    0.31    0.15    0.00    3.4    7.1   24.9   21.0    0.00    0.00    0.00
 2000 295    63    60    185    3.35    0.01    2.02    0.69    0.26    0.00    3.4    7.1   25.7   21.3    0.00    0.00    0.00
 2000 296    64    61    195    1.64    0.01    0.99    0.34    0.12    0.00    3.4    7.1   19.2   17.9    0.00    0.00    0.00
 2000 297    65    62    205    1.67    0.01    1.02    0.35    0.12    0.00    3.4    7.1   18.2   16.7    0.00    0.00    0.00
 2000 298    66    63    216    1.97    0.01    1.19    0.40    0.15    0.00    3.4    7.0   20.8   18.1    0.00    0.00    0.00
 2000 299    67    64    236    3.40    0.01    2.07    0.69    0.23    0.00    3.4    7.0   21.2   19.3    0.00    0.00    0.00
 2000 300    68    65    258    3.76    0.02    2.38    0.71    0.30    0.00    3.5    7.0   23.0   21.0    0.00    0.00    0.00
 2000 301    69    66    297    6.66    0.02    4.00    1.35    0.38    0.00    3.5    7.1   23.0   18.6    0.00    0.00    0.00
 2000 302    70    67    332    5.68    0.01    3.54    1.15    0.24    0.00    3.5    7.2   18.5   14.6    0.00    0.00    0.00
 2000 303    71    68    365    5.26    0.01    3.30    1.07    0.19    0.00    3.6    7.2   16.4   12.6    0.00    0.00    0.00
 2000 304    72    69    418    8.82    0.02    5.42    1.77    0.52    0.00    3.6    7.2   24.5   18.2    0.00    0.00    0.00
 2000 305    73    70    477    9.82    0.03    6.00    1.97    0.63    0.00    3.6    7.2   24.5   19.5    0.00    0.00    0.00
 2000 306    74    71    505    4.85    0.03    2.91    0.96    0.41    0.00    3.6    7.2   23.2   19.6    0.00    0.00    0.00
 2000 307    75    72    559    9.07    0.03    5.55    1.84    0.54    0.03    3.6    7.3   21.2   18.1    0.00    0.00    0.00
 2000 308    76    73    628   11.32    0.03    6.95    2.31    0.57    0.06    3.7    7.5   21.4   16.4    0.00    0.00    0.00
 2000 309    77    74    684    9.21    0.03    5.62    1.88    0.50    0.08    3.7    7.8   20.4   16.3    0.00    0.00    0.00
 2000 310    78    75    765   13.34    0.04    8.07    2.75    0.73    0.15    3.9    8.1   22.0   17.2    0.00    0.00    0.00
 2000 311    79    76    853   14.83    0.06    8.80    3.04    0.95    0.21    4.0    8.5   23.2   19.0    0.00    0.00    0.00
 2000 312    80    77    909    9.73    0.07    5.60    1.99    0.76    0.17    4.1    8.8   22.4   19.3    0.00    0.00    0.00
 2000 313    81    78    984   13.44    0.08    7.72    2.72    1.09    0.28    4.2    9.2   23.9   21.0    0.00    0.00    0.00
 2000 314    82    79   1028    8.02    0.08    4.53    1.63    0.68    0.19    4.3    9.4   20.1   18.6    0.00    0.00    0.00
 2000 315    83    80   1131   17.67    0.08   10.22    3.62    1.12    0.48    4.5   10.0   22.0   18.6    0.00    0.00    0.00
 2000 316    84    81   1244   19.47    0.11   11.40    3.96    1.40    0.61    4.8   10.7   24.0   20.0    0.00    0.00    0.00
 2000 317    85    82   1361   20.28    0.14   11.62    4.09    1.66    0.70    5.0   11.3   24.6   21.5    0.00    0.00    0.00
 2000 318    86    83   1460   16.76    0.11    9.57    3.54    1.04    0.62    5.2   11.8   20.3   17.0    0.00    0.00    0.00
 2000 319    87    84   1537   12.92    0.06    7.49    2.78    0.54    0.51    5.3   12.2   14.9   12.0    0.00    0.00    0.00
 2000 320    88    85   1608   11.94    0.05    6.85    2.60    0.48    0.48    5.4   12.5   15.0   10.8    0.00    0.00    0.00
 2000 321    89    86   1727   20.14    0.11   11.72    4.24    1.03    0.88    5.6   13.1   20.3   14.5    0.00    0.00    0.00
 2000 322    90    87   1874   25.15    0.17   14.77    5.07    1.61    1.17    5.9   13.7   23.5   17.5    0.00    0.00    0.00
 2000 323    91    88   2051   28.06    0.22   17.45    5.18    2.05    1.47    6.2   14.4   25.4   19.0    0.00    0.00    0.00
 2000 324    92    89   2228   28.43    0.29   17.76    5.00    2.52    1.58    6.4   14.9   27.2   21.2    0.00    0.00    0.00
 2000 325    93    90   2383   24.23    0.21   15.15    4.69    1.44    1.39    6.6   15.4   19.8   16.0    0.00    0.00    0.00
 2000 326    94    91   2569   29.26    0.00   17.58    4.90    2.07    2.12    7.0   16.4   24.0   17.7    0.00    0.00    0.00
 2000 327    95    92   2738   28.15    0.44   17.10    5.10    2.78    1.72    7.1   16.8   26.4   21.6    0.00    0.00    0.00
 2000 328    96    93   2911   29.92    0.54   17.70    5.24    3.71    1.86    7.3   17.2   30.1   24.4    0.00    0.00    0.00
 2000 329    97    94   3018   19.12    0.35   10.92    3.60    1.56    1.16    7.4   17.4   19.5   16.8    0.00    0.00    0.00
 2000 330    98    95   3192   27.75    0.34   16.97    5.13    1.88    1.88    7.6   17.8   21.4   16.1    0.00    0.00    0.00
 2000 331    99    96   3411   34.43    0.00   17.89    4.58    3.12    5.62    8.5   20.3   25.8   20.2    0.00    0.00    0.00
 2000 332   100    97   3516   20.60    0.68   11.55    3.74    2.67    1.33    8.5   20.3   25.8   21.1    0.00    0.00    0.00
 2000 333   101    98   3587   14.33    0.61    8.40    2.46    1.97    0.84    8.5   20.2   20.7   19.3    0.00    0.00    0.00
 2000 334   102    99   3691   19.09    0.49   10.90    3.63    1.76    1.23    8.6   20.3   19.8   16.7    0.00    0.00    0.00
 2000 335   103   100   3872   29.36    0.00   16.76    4.80    2.16    2.65    8.9   21.1   20.9   16.5    0.00    0.00    0.00
 2000 336   104   101   4048   28.37    0.54   17.19    5.07    2.22    2.16    9.0   21.3   21.8   16.4    0.00    0.00    0.00
 2000 337   105   102   4261   36.15    0.76   21.04    6.58    3.39    2.79    9.1   21.6   25.1   19.6    0.00    0.00    0.00
 2000 338   106   103   4417   29.36    0.84   15.97    5.44    3.29    2.16    9.2   21.8   25.6   20.1    0.00    0.00    0.00
 2000 339   107   104   4517   19.36    0.75   11.17    3.53    2.31    1.29    9.2   21.8   20.8   18.2    0.00    0.00    0.00
 2000 340   108   105   4691   31.50    0.72   17.09    6.14    2.74    2.38    9.3   22.0   21.6   17.6    0.00    0.00    0.00
 2000 341   109   106   4882   35.48    0.98   19.40    6.45    4.19    2.74    9.4   22.2   27.8   21.0    0.00    0.00    0.00
 2000 342   110   107   5056   34.67    1.22   18.32    6.14    5.08    2.65    9.5   22.4   29.2   23.8    0.00    0.00    0.00
 2000 343   111   108   5198   30.13    1.34   15.99    5.07    5.38    2.17    9.5   22.4   30.4   25.2    0.00    0.00    0.00
 2000 344   112   109   5383   38.12    1.43   19.64    6.70    6.22    2.96    9.6   22.5   30.2   25.7    0.00    0.00    0.00
 2000 345   113   110   5540   34.21    1.39   18.01    6.12    4.97    2.50    9.7   22.6   27.6   23.0    0.00    0.00    0.00
 2000 346   114   111   5642   28.35    1.59   14.79    4.95    5.23    1.73    9.6   22.5   28.5   24.6    6.42   20.50   30.86
 2000 347   115   112   5761   33.41    1.56   17.16    5.96    5.71    2.30    9.7   22.6   30.3   24.4    6.41   20.50   30.95
 2000 348   116   113   5911   36.82    1.82   18.46    6.37    7.15    2.65    9.7   22.6   31.9   27.2    6.56   20.50   30.00
 2000 349   117   114   6022   32.91    1.84   16.99    5.70    5.92    2.14    9.7   22.6   28.4   25.0    6.51   20.50   30.28
 2000 350   118   115   6134   32.48    1.68   16.52    6.14    5.07    1.89    9.7   22.5   27.6   22.6    6.41   20.46   30.96
 2000 351   119   116   6246   28.94    1.09   14.85    6.08    2.62    1.75    9.7   22.6   19.6   15.5    6.41   18.96   32.46
 2000 352   120   117   6405   34.07    1.35   17.96    6.72    3.57    2.56    9.8   22.7   23.0   17.7    6.36   18.66   33.07
 2000 353   121   118   6570   38.65    1.77   20.11    7.33    5.19    3.04    9.9   22.9   27.1   21.3    6.32   19.01   32.97
 2000 354   122   119   6735   34.08    1.63   18.25    6.60    4.13    2.60    9.9   23.0   24.5   19.0    6.30   18.98   33.18
 2000 355   123   120   6870   37.26    1.91   18.89    7.29    5.13    2.68   10.0   23.0   26.8   20.9    6.28   19.15   33.12
 2000 356   124   121   6865   15.67    1.03    8.88    2.92    3.04    0.21   10.0   22.9   20.3   18.3    6.26   19.00   33.35
 2000 357   125   122   6996   36.84    2.17   17.55    7.93    5.86    1.74    9.9   22.7   27.8   22.8    6.26   19.28   33.07
 2000 358   126   123   7053   18.32    1.48   10.58    3.84    3.05    0.08    9.8   22.4   19.6   17.8    6.26   19.05   33.32
 2000 359   127   124   7183   34.36    1.85   18.19    7.22    4.27    1.72    9.8   22.4   24.3   18.8    6.25   19.01   33.42
 2000 360   128   125   7287   35.76    2.49   17.83    7.00    7.11    1.70    9.7   22.1   29.8   25.3    6.28   19.22   33.02
 2000 361   129   126   7345   37.22    2.65   17.30    7.09    8.80    1.74    9.6   21.9   33.2   28.0    6.34   19.37   32.52
 2000 362   130   127   7352   17.22    2.18    9.66    3.10    4.86    0.06    9.5   21.5   26.7   22.8    6.33   19.53   32.42
 2000 363   131   128   7376   25.80    2.18   13.05    5.79    4.70    0.00    9.3   21.0   24.7   21.1    6.31   19.60   32.47
 2000 364   132   129   7453   24.33    2.05   13.09    5.40    4.18    0.00    9.2   20.6   22.8   20.0    6.29   19.58   32.60
 2000 365   133   130   7533   35.79    2.08   17.56    7.93    5.02    1.32    9.1   20.4   24.6   20.4    6.28   19.60   32.66
 2000 366   134   131   7595   36.14    2.30   17.77    7.85    6.15    1.28    9.0   20.2   27.6   22.8    6.28   19.70   32.57
 2001 001   135   132   7672   36.29    2.35   17.55    8.08    6.45    1.06    8.9   19.9   28.1   23.3    6.28   19.79   32.45
 2001 002   136   133   7741   35.75    2.34   17.34    8.03    6.42    0.93    8.8   19.5   28.2   23.2    6.28   19.87   32.36
 2001 003   137   134   7804   35.45    2.37   16.80    7.85    7.07    0.89    8.7   19.2   30.3   24.3    6.29   19.93   32.22
 2001 004   138   135   7819   28.25    2.61   13.45    5.91    8.09    0.00    8.5   18.6   31.6   27.6    6.33   19.99   31.92
 2001 005   139   136   7857   34.94    2.48   15.95    7.82    8.06    0.45    8.3   18.2   30.6   26.5    6.36   20.04   31.72
 2001 006   140   137   7883   34.02    2.47   15.64    7.39    8.58    0.38    8.2   17.7   32.1   27.4    6.39   20.08   31.49
 2001 007   141   138   7891   19.37    2.35    9.91    4.23    6.09    0.00    8.0   17.2   27.4   24.9    6.39   20.12   31.41
 2001 008   142   139   7915   27.73    2.15   13.36    6.45    5.93    0.00    7.8   16.7   27.0   23.2    6.39   20.16   31.43
 2001 009   143   140   7975   31.43    2.12   15.20    7.27    6.49    0.00    7.6   16.2   28.2   23.7    6.38   20.19   31.42
 2001 010   144   141   7986   14.41    1.74    8.26    3.20    3.75    0.02    7.5   15.7   21.8   19.4    6.37   20.09   31.59
 2001 011   145   142   8048   29.63    1.65   14.80    7.75    3.90    0.00    7.3   15.3   21.3   17.9    6.36   19.93   31.82
 2001 012   146   143   8133   28.79    1.55   14.98    7.30    3.66    0.32    7.2   15.0   21.8   16.9    6.36   19.73   32.05
 2001 013   147   144   8201   28.70    1.77   14.52    7.10    5.04    0.00    7.1   14.6   25.6   20.4    6.34   19.73   32.13
 2001 014   148   145   8217   23.50    2.01   11.28    5.29    6.86    0.00    6.9   14.1   29.0   25.4    6.35   19.78   32.01
 2001 015   149   146   8260   29.28    1.91   13.78    6.93    6.78    0.00    6.7   13.6   27.3   24.5    6.36   19.84   31.92
 2001 016   150   147   8309   27.32    1.85   12.81    6.37    6.92    0.00    6.5   13.1   28.5   24.9    6.36   19.88   31.84
 2001 017   151   148   8315   20.63    1.56   10.23    4.72    5.71    0.05    6.4   12.7   25.6   23.3    6.37   19.90   31.78
 2001 018   152   149   8326   18.06    1.58    9.21    3.89    5.50    0.02    6.3   12.2   24.5   23.3    6.37   19.92   31.75
 2001 019   153   150   8350   19.85    1.43    9.97    4.63    5.22    0.04    6.1   11.8   25.2   22.2    6.37   19.93   31.74
 2001 020   154   151   8423   29.08    1.39   14.02    7.92    4.81    0.00    6.0   11.4   24.2   20.0    6.37   19.89   31.82
 2001 021   155   152   8503   28.60    1.32   13.98    7.90    4.59    0.00    5.8   11.0   24.4   19.4    6.36   19.84   31.93
 2001 022   156   153   8535   17.99    1.21    8.88    4.12    4.82    0.05    5.7   10.7   26.3   21.5    6.36   19.84   31.93
 2001 023   157   154   8603   27.54    1.21   12.47    7.06    6.50    0.06    5.6   10.3   28.8   24.2    6.37   19.85   31.84
 2001 024   158   155   8666   26.64    1.00   11.61    6.65    6.53    0.11    5.5   10.1   30.0   24.3    6.39   19.85   31.73
 2001 025   159   156   8719   25.45    1.08   10.83    6.12    7.12    0.10    5.3    9.7   30.5   26.0    6.41   19.85   31.60
 2001 026   160   157   8761   22.12    1.11    9.26    4.93    7.24    0.08    5.2    9.4   31.6   26.9    6.43   19.85   31.49
 2001 027   161   158   8768   12.35    1.24    6.06    2.08    4.93    0.00    5.0    9.0   25.0   23.6    6.41   19.88   31.53
 2001 028   162   159   8437   10.03    1.07    5.32    1.80    3.57    0.00    4.8    8.1   21.2   20.1    6.40   19.89   31.59
 2001 029   163   160   8230   19.18    0.87    9.45    4.16    3.88    0.00    4.6    7.4   24.8   19.6    6.34   19.99   31.91
 2001 030   164   161   8073   16.00    0.00    7.07    2.13    3.98    0.82    4.8    7.4   24.9   21.1    6.26   20.13   32.22
 2001 031   165   162   7926   12.29    0.78    5.35    1.78    4.75    0.00    4.5    6.8   28.8   24.3    6.23   20.21   32.33
 2001 032   166   163   7786    8.02    0.69    3.03    0.93    4.68    0.00    4.3    6.3   28.9   25.5    6.24   20.21   32.32
 2001 033   167   164   7673    7.87    0.60    2.69    0.86    4.92    0.00    4.1    5.8   30.7   26.5    6.24   20.21   32.29
 2001 034   168   165   7584    5.80    0.48    2.36    0.74    3.17    0.00    3.9    5.4   24.5   21.4    6.24   20.21   32.30
 2001 035   169   166   7508    4.74    0.42    1.63    0.47    3.12    0.00    3.7    5.0   26.5   21.3    6.24   20.21   32.30
 2001 036   170   167   7440    3.61    0.40    0.52    0.15    3.36    0.00    3.5    4.7   26.2   23.1    6.24   20.21   32.30
 2001 037   171   168   7381    2.91    0.37    0.00    0.00    3.58    0.00    3.3    4.4   29.4   23.9    6.24   20.21   32.30
 2001 038   172   169   7330    2.35    0.36    0.00    0.00    4.40    0.00    3.1    4.1   32.3   27.3    6.24   20.21   32.30
 2001 039   173   170   7286    1.14    0.32    0.00    0.00    3.61    0.00    3.0    3.9   28.5   25.1    6.24   20.21   32.30

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   3        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2001 235     3     0      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   15.2   12.2    0.00    0.00    0.00
 2001 236     4     1      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   18.1   14.6    0.00    0.00    0.00
 2001 237     5     2      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   19.3   14.2    0.00    0.00    0.00
